srcport,srcipv4,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,foreigninterface,dstport,direction,class,category,action,_eventid,__metadata__,srcisp,srcusagetype,meta_cbname,dstipv4,dstisp,dstusagetype,localinterface,connectionid,dstcountry,dstcountrycode,dstcity,dstdomain,dstlatitude,dstlongitude,dstregion,msg,srccountry,srccountrycode,srccity,srcdomain,srclatitude,srclongitude,srcregion,count,aclname,reason,duration,bytes,srchost,accessgroup,dsthost,type,group,srcmac,interface
443,52.216.226.187,172.20.37.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 4071502 for outside2:52.216.226.187/443 to inside:172.20.36.151/57344 duration 0:00:29 bytes 19749 TCP FINs,tcp,%ASA-6-302014,vpn,2017-05-09T03:01:07.775Z,514,172.20.37.250,cisco_asa-173480565,174,<166>May 09 2017 01:01:07,6523156156,0,0.0.0.0/514/udp,2af9-184cf76bc,11001,inside,57344, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2098,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2098"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2097,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",amazon technologies inc.,dch,11001,172.20.36.151,private ip address lan,rsv,outside2,4071502, , , , , , , , ,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , ,tcp fins,29,19749, , , , , , , 
41857,192.168.243.125,172.20.43.250,127.0.0.1,: %ASA-6-302013: Built outbound TCP connection 22158980 for outside2:31.13.78.14/443 (31.13.78.14/443) to dmz-wireless:192.168.243.125/41857 (121.241.125.210/41857),tcp,%ASA-6-302013,vpn,2017-05-09T03:01:08.354Z,514,172.20.43.250,cisco_asa-1992304797,190,<166>May 09 2017 03:01:08,316034807,0,0.0.0.0/514/udp,2afe-12d64ef7,11006,outside2,443,outbound,cisco_asa,connection,built,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2111,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2111"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2110,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,31.13.78.14,facebook ireland ltd,dch,dmz-wireless,22158980,singapore,sg,singapore,facebook.com,1.2896699905395508,103.85006713867188,singapore, , , , , , , , , , , , , , , , , , , , 
0,172.20.43.6,172.20.43.250,127.0.0.1,: %ASA-6-302021: Teardown ICMP connection for faddr 172.20.43.6/0 gaddr 172.20.42.133/0 laddr 172.20.42.133/0,icmp,%ASA-6-302021,firewall,2017-05-09T03:01:08.490Z,514,172.20.43.250,cisco_asa-2914843190,135,<166>May 09 2017 03:01:08,316034816,0,0.0.0.0/514/udp,2afe-12d64f00,11006, ,0, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2121,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2121"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2120,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,172.20.42.133,private ip address lan,rsv, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63031,172.21.25.24,172.20.43.250,127.0.0.1,: %ASA-6-302021: Teardown ICMP connection for faddr 172.21.25.24/63031 gaddr 172.20.42.24/0 laddr 172.20.42.24/0,icmp,%ASA-6-302021,firewall,2017-05-09T03:01:08.702Z,514,172.20.43.250,cisco_asa-2914843190,138,<166>May 09 2017 03:01:08,316034824,0,0.0.0.0/514/udp,2afe-12d64f08,11006, ,0, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2123,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2123"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2122,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,172.20.42.24,private ip address lan,rsv, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7800,192.168.21.10,172.20.43.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 22158197 for WAN:192.168.21.10/7800 to inside:192.168.42.10/43354 duration 0:01:07 bytes 0 TCP FINs,tcp,%ASA-6-302014,vpn,2017-05-09T03:01:08.706Z,514,172.20.43.250,cisco_asa-173480565,166,<166>May 09 2017 03:01:08,316034830,0,0.0.0.0/514/udp,2afe-12d64f0e,11006,inside,43354, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2125,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2125"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2124,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,192.168.42.10,private ip address lan,rsv,wan,22158197, , , , , , , , , , , , , , , , , ,tcp fins,67,0, , , , , , , 
443,34.195.92.116,172.20.41.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from outside2:34.195.92.116/443 to inside:41.187.24.66/63711 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:02.201Z,514,172.20.41.250,cisco_asa-2584709249,187,<166>May 09 2017 03:01:02,211999025,0,0.0.0.0/514/udp,2afc-ca2d931,11004,inside,63711, ,cisco_asa, , ,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2138,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2138"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2137,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",amazon technologies inc.,dch,11004,41.187.24.66,noor advanced technologies sae,isp,outside2, ,egypt,eg,cairo,noor.net,30.06262969970703,31.249670028686523,al qahirah,sfr requested asa to bypass further packet redirection and process tcp flow,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , , , , , 
59173,172.20.40.23,172.20.41.250,127.0.0.1,: %ASA-6-302013: Built outbound TCP connection 25408121 for WAN:172.21.14.28/135 (172.21.14.28/135) to inside:172.20.40.23/59173 (172.20.40.23/59173),tcp,%ASA-6-302013,vpn,2017-05-09T03:01:02.251Z,514,172.20.41.250,cisco_asa-1992304797,175,<166>May 09 2017 03:01:02,211999033,0,0.0.0.0/514/udp,2afc-ca2d939,11004,wan,135,outbound,cisco_asa,connection,built,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2153,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2153"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2152,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11004,172.21.14.28,private ip address lan,rsv,inside,25408121, , , , , , , , , , , , , , , , , , , , , , , , , , , 
443,34.195.92.116,172.20.37.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 4071577 for outside2:34.195.92.116/443 to inside:172.20.36.22/61356 duration 0:00:00 bytes 4830 TCP FINs,tcp,%ASA-6-302014,vpn,2017-05-09T03:01:01.814Z,514,172.20.37.250,cisco_asa-173480565,171,<166>May 09 2017 01:01:01,6523156013,0,0.0.0.0/514/udp,2af9-184cf762d,11001,inside,61356, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2155,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2155"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2154,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",amazon technologies inc.,dch,11001,172.20.36.22,private ip address lan,rsv,outside2,4071577, , , , , , , , ,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , ,tcp fins,0,4830, , , , , , , 
61076,172.20.42.104,172.20.43.250,127.0.0.1,: %ASA-6-302013: Built outbound TCP connection 22158923 for outside2:34.195.92.116/443 (34.195.92.116/443) to inside:172.20.42.104/61076 (121.241.125.210/61076),tcp,%ASA-6-302013,vpn,2017-05-09T03:01:02.529Z,514,172.20.43.250,cisco_asa-1992304797,186,<166>May 09 2017 03:01:02,316034369,0,0.0.0.0/514/udp,2afe-12d64d41,11006,outside2,443,outbound,cisco_asa,connection,built,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2171,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2171"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2170,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,34.195.92.116,amazon technologies inc.,dch,inside,22158923,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , , , , , , , , , , , , , 
61077,172.20.42.104,172.20.43.250,127.0.0.1,: %ASA-6-305011: Built dynamic TCP translation from inside:172.20.42.104/61077 to outside2:121.241.125.210/61077,tcp,%ASA-6-305011,firewall,2017-05-09T03:01:02.699Z,514,172.20.43.250,cisco_asa-1566950457,138,<166>May 09 2017 03:01:02,316034378,0,0.0.0.0/514/udp,2afe-12d64d4a,11006,outside2,61077,dynamic,cisco_asa,translation,built,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2173,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2173"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2172,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,121.241.125.210,tata communications limited,isp/mob,inside, ,india,in,delhi,tatacommunications.com,28.666669845581055,77.21666717529297,delhi, , , , , , , , , , , , , , , , , , , , 
45101,172.20.242.111,172.20.43.250,127.0.0.1,: %ASA-6-302015: Built outbound UDP connection 22158929 for outside2:103.47.76.177/123 (103.47.76.177/123) to inside:172.20.242.111/45101 (121.241.125.210/45101),udp,%ASA-6-302015,vpn,2017-05-09T03:01:02.769Z,514,172.20.43.250,cisco_asa-375397979,187,<166>May 09 2017 03:01:02,316034384,0,0.0.0.0/514/udp,2afe-12d64d50,11006,outside2,123,outbound,cisco_asa,connection,built,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2174,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2174"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2173,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,103.47.76.177,interoute singapore vdc ip pool,dch,inside, ,singapore,sg,singapore,interoute.net,1.2896699905395508,103.85006713867188,singapore, , , , , , , , , , , , , , , , , , , , 
59877,172.20.244.44,172.20.43.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 22158926 for WAN:172.20.244.44/59877 to inside:172.20.242.111/6970 duration 0:00:00 bytes 144 TCP FINs,tcp,%ASA-6-302014,vpn,2017-05-09T03:01:02.942Z,514,172.20.43.250,cisco_asa-173480565,169,<166>May 09 2017 03:01:02,316034386,0,0.0.0.0/514/udp,2afe-12d64d52,11006,inside,6970, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2175,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2175"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2174,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,172.20.242.111,private ip address lan,rsv,wan,22158926, , , , , , , , , , , , , , , , , ,tcp fins,0,144, , , , , , , 
443,34.195.92.116,172.20.43.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from outside2:34.195.92.116/443 to inside:121.241.125.210/56567 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:02.963Z,514,172.20.43.250,cisco_asa-2584709249,190,<166>May 09 2017 03:01:02,316034391,0,0.0.0.0/514/udp,2afe-12d64d57,11006,inside,56567, ,cisco_asa, , ,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2176,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2176"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2175,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",amazon technologies inc.,dch,11006,121.241.125.210,tata communications limited,isp/mob,outside2, ,india,in,delhi,tatacommunications.com,28.666669845581055,77.21666717529297,delhi,sfr requested asa to bypass further packet redirection and process tcp flow,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , , , , , 
53,172.21.14.28,172.20.37.250,127.0.0.1,: %ASA-6-302016: Teardown UDP connection 4071134 for WAN:172.21.14.28/53 to inside:172.20.36.22/58183 duration 0:02:02 bytes 261,udp,%ASA-6-302016,vpn,2017-05-09T03:01:02.580Z,514,172.20.37.250,cisco_asa-913359970,154,<166>May 09 2017 01:01:02,6523156041,0,0.0.0.0/514/udp,2af9-184cf7649,11001,inside,58183, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2184,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2184"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2183,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11001,172.20.36.22,private ip address lan,rsv,wan,4071134, , , , , , , , , , , , , , , , , , ,122,261, , , , , , , 
 ,172.25.0.4,172.21.15.12,127.0.0.1,: %ASA-1-106021: Deny UDP reverse path check from 172.25.0.4 to 172.20.14.28 on interface inside,udp,%ASA-1-106021,firewall,2017-05-09T03:01:02.797Z,514,172.21.15.12,cisco_asa-960848156,122,<161>May 08 2017 23:01:02,28080656303,1,0.0.0.0/514/udp,2b03-689bccfaf,11011, , , ,cisco_asa, ,deny,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2187,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2187"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2186,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,172.20.14.28,private ip address lan,rsv,inside, , , , , , , , ,reverse path check, , , , , , , , , , , , , , , , , , , 
51759,172.20.42.117,172.20.43.250,127.0.0.1,: %ASA-6-305012: Teardown dynamic TCP translation from inside:172.20.42.117/51759 to outside2:121.241.125.210/35660 duration 0:00:32,tcp,%ASA-6-305012,firewall,2017-05-09T03:01:09.893Z,514,172.20.43.250,cisco_asa-854049557,158,<166>May 09 2017 03:01:09,316034958,0,0.0.0.0/514/udp,2afe-12d64f8e,11006,outside2,35660,dynamic,cisco_asa,translation,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2201,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2201"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2200,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,121.241.125.210,tata communications limited,isp/mob,inside, ,india,in,delhi,tatacommunications.com,28.666669845581055,77.21666717529297,delhi, , , , , , , , , , , ,32, , , , , , , , 
7800,192.168.21.10,172.20.43.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 22158139 for WAN:192.168.21.10/7800 to inside:192.168.42.10/43342 duration 0:01:10 bytes 0 TCP FINs,tcp,%ASA-6-302014,vpn,2017-05-09T03:01:08.711Z,514,172.20.43.250,cisco_asa-173480565,166,<166>May 09 2017 03:01:08,316034841,0,0.0.0.0/514/udp,2afe-12d64f19,11006,inside,43342, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2209,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2209"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2208,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,192.168.42.10,private ip address lan,rsv,wan,22158139, , , , , , , , , , , , , , , , , ,tcp fins,70,0, , , , , , , 
41858,192.168.243.125,172.20.43.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from dmz-wireless:192.168.243.125/41858 to outside2:31.13.78.14/443 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:08.717Z,514,172.20.43.250,cisco_asa-2584709249,194,<166>May 09 2017 03:01:08,316034846,0,0.0.0.0/514/udp,2afe-12d64f1e,11006,outside2,443, ,cisco_asa, , ,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2210,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2210"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2209,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,31.13.78.14,facebook ireland ltd,dch,dmz-wireless, ,singapore,sg,singapore,facebook.com,1.2896699905395508,103.85006713867188,singapore,sfr requested asa to bypass further packet redirection and process tcp flow, , , , , , , , , , , , , , , , , , , 
21411,211.233.10.82,172.20.49.250,127.0.0.1,: %ASA-6-302021: Teardown ICMP connection for faddr 211.233.10.82/21411 gaddr 197.211.51.194/0 laddr 197.211.51.194/0,icmp,%ASA-6-302021,firewall,2017-05-09T03:01:11.454Z,514,172.20.49.250,cisco_asa-2914843190,143,<166>May 09 2017 03:01:11,4087043407,0,0.0.0.0/514/udp,2b01-f39b554f,11009, ,0, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2241,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2241"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2240,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",lg dacom kidc,dch,11009,197.211.51.194,globacom limited,isp/mob, , ,nigeria,ng,alapa,gloworld.com,8.616669654846191,4.38332986831665,kwara, ,"korea, republic of",kr,seoul,kidc.net,37.568260192871094,126.97782897949219,seoul-teukbyeolsi, , , , , , , , , , , , 
0,172.20.45.6,172.20.45.250,127.0.0.1,: %ASA-6-302021: Teardown ICMP connection for faddr 172.20.45.6/0 gaddr 172.20.44.169/0 laddr 172.20.44.169/0,icmp,%ASA-6-302021,firewall,2017-05-09T03:01:11.365Z,514,172.20.45.250,cisco_asa-2914843190,135,<166>May 09 2017 03:01:11,6469230609,0,0.0.0.0/514/udp,2afd-18198a011,11005, ,0, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2244,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2244"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2243,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,172.20.44.169,private ip address lan,rsv, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
54868,172.20.44.22,172.20.45.250,127.0.0.1,: %ASA-6-302015: Built outbound UDP connection 19119736 for DMZ:172.20.145.22/53 (172.20.145.22/53) to inside:172.20.44.22/54868 (172.20.44.22/54868),udp,%ASA-6-302015,vpn,2017-05-09T03:01:11.611Z,514,172.20.45.250,cisco_asa-375397979,175,<166>May 09 2017 03:01:11,6469230613,0,0.0.0.0/514/udp,2afd-18198a015,11005,dmz,53,outbound,cisco_asa,connection,built,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2246,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2246"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2245,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,172.20.145.22,private ip address lan,rsv,inside, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
40001,157.55.235.143,172.20.45.250,127.0.0.1,: %ASA-6-302016: Teardown UDP connection 19118698 for outside2:157.55.235.143/40001 to inside:172.20.44.129/27240 duration 0:02:29 bytes 970,udp,%ASA-6-302016,vpn,2017-05-09T03:01:11.678Z,514,172.20.45.250,cisco_asa-913359970,166,<166>May 09 2017 03:01:11,6469230629,0,0.0.0.0/514/udp,2afd-18198a025,11005,inside,27240, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2254,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2254"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2253,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",microsoft corporation,ses,11005,172.20.44.129,private ip address lan,rsv,outside2,19118698, , , , , , , , ,ireland,ie,dublin,microsoft.com,53.343990325927734,-6.267189979553223,dublin, , , ,149,970, , , , , , , 
443,54.89.50.71,172.20.45.250,127.0.0.1,: %ASA-6-302014: Teardown TCP connection 19119339 for outside2:54.89.50.71/443 to inside:172.20.44.138/49743 duration 0:01:00 bytes 1706 TCP FINs,tcp,%ASA-6-302014,vpn,2017-05-09T03:01:11.679Z,514,172.20.45.250,cisco_asa-173480565,171,<166>May 09 2017 03:01:11,6469230630,0,0.0.0.0/514/udp,2afd-18198a026,11005,inside,49743, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2255,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2255"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2254,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",amazon technologies inc.,dch,11005,172.20.44.138,private ip address lan,rsv,outside2,19119339, , , , , , , , ,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , ,tcp fins,60,1706, , , , , , , 
0,172.21.25.40,172.20.41.250,127.0.0.1,: %ASA-6-302021: Teardown ICMP connection for faddr 172.21.25.40/0 gaddr 172.20.41.1/0 laddr 172.20.41.1/0,icmp,%ASA-6-302021,firewall,2017-05-09T03:01:11.423Z,514,172.20.41.250,cisco_asa-2914843190,132,<166>May 09 2017 03:01:11,211999313,0,0.0.0.0/514/udp,2afc-ca2da51,11004, ,0, ,cisco_asa,connection,teardown,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2263,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2263"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2262,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11004,172.20.41.1,private ip address lan,rsv, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0,172.21.25.40,172.20.41.250,127.0.0.1,: %ASA-6-302020: Built inbound ICMP connection for faddr 172.21.25.40/0 gaddr 172.20.41.1/0 laddr 172.20.41.1/0,icmp,%ASA-6-302020,firewall,2017-05-09T03:01:11.595Z,514,172.20.41.250,cisco_asa-2902765419,137,<166>May 09 2017 03:01:11,211999314,0,0.0.0.0/514/udp,2afc-ca2da52,11004,172.20.41.1,0,inbound,cisco_asa,connection,built,dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2264,"{""id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2#2264"",""num_events"":2977,""data_type"":""passthrough"",""batch_id"":""dce9ee53-47b6-4ded-99ae-6a457c5a18d2"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2263,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11004, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
