username,starttime,srcport,srcipv4,srchost,rule,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,hostname,group,endtime,dstipv4,direction,class,application,action,accountdomain,_eventid,__metadata__,srcisp,srcusagetype,dstcountry,dstcountrycode,dstcity,dstdomain,dstisp,dstlatitude,dstlongitude,dstregion,dstusagetype,meta_cbname,size,process,msg,md5,deviceid,description,server,risklevel,info,duration,ruleid,filepath,filename,dstport,category
j.dalton,2017-05-08T10:58:16.000Z,5353,224.0.0.251,01005e0000fb,block incoming,gcsmq0602,127.0.0.1,"NYCLT4804A,Local: 224.0.0.251,Local: 5353,Local: 01005E0000FB,Remote: 172.24.34.97,Remote: ,Remote: 5353,Remote: 6C19C09F181E,UDP,Inbound,Begin: 2017-05-08 10:58:16,End: 2017-05-08 10:58:16,Occurrences: 1,Application: C:/Program Files (x86)/Google/Chrome/Application/chrome.exe,Rule: block Incoming,Location: Default,User: j.dalton,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:14:31.472Z,58176,172.21.25.20,symantec_endpoint_protection-1453027712,416,<59>May  8 11:09:45 gcSMQ0602 SymantecServer: ,28066916952,1,0.0.0.0/514/udp,2b03-688eb2a58,11011,nyclt4804a,default,2017-05-08T10:58:16.000Z,172.24.34.97,inbound,symantec_endpoint_protection,c:/program files (x86)/google/chrome/application/chrome.exe,blocked,globalcom,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1942,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1942"",""num_events"":2905,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1941,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
network service,2017-05-08T10:40:22.000Z,51920,172.20.32.23,005056ba3889,system network processes 2,gcsmq0602,127.0.0.1,"gcMEX0400,Local: 172.20.32.23,Local: 51920,Local: 005056BA3889,Remote: 66.61.164.75,Remote: ctldl.windowsupdate.com,Remote: 80,Remote: BCC4935A97C5,TCP,Outbound,Begin: 2017-05-08 10:40:22,End: 2017-05-08 10:40:22,Occurrences: 1,Application: C:/Windows/System32/svchost.exe,Rule: System Network Processes 2,Location: Default,User: NETWORK SERVICE,Domain: NT AUTHORITY,Action: Allowed",tcp,SymantecServer,antivirus,2017-05-08T15:14:31.514Z,58176,172.21.25.20,symantec_endpoint_protection-1453027712,428,<59>May  8 11:09:45 gcSMQ0602 SymantecServer: ,28066917083,1,0.0.0.0/514/udp,2b03-688eb2adb,11011,gcmex0400,default,2017-05-08T10:40:22.000Z,66.61.164.75,outbound,symantec_endpoint_protection,c:/windows/system32/svchost.exe,allowed,nt authority,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1949,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1949"",""num_events"":2905,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1948,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,united states,us,indianapolis,twcable.com,time warner cable internet llc,39.76837921142578,-86.15804290771484,indiana,isp,11011, , , , , , , , , , , , , , , 
network service,2017-05-08T10:49:01.000Z,52334,172.20.32.23,005056ba3889,system network processes 2,gcsmq0602,127.0.0.1,"gcMEX0400,Local: 172.20.32.23,Local: 52334,Local: 005056BA3889,Remote: 172.21.14.28,Remote: gcNYC-60-011.global.com,Remote: 53,Remote: BCC4935A97C5,UDP,Inbound,Begin: 2017-05-08 10:49:01,End: 2017-05-08 10:49:01,Occurrences: 1,Application: C:/Windows/System32/svchost.exe,Rule: System Network Processes 2,Location: Default,User: NETWORK SERVICE,Domain: NT AUTHORITY,Action: Allowed",udp,SymantecServer,antivirus,2017-05-08T15:14:31.574Z,58176,172.21.25.20,symantec_endpoint_protection-1453027712,430,<59>May  8 11:09:45 gcSMQ0602 SymantecServer: ,28066917214,1,0.0.0.0/514/udp,2b03-688eb2b5e,11011,gcmex0400,default,2017-05-08T10:49:01.000Z,172.21.14.28,inbound,symantec_endpoint_protection,c:/windows/system32/svchost.exe,allowed,nt authority,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1976,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1976"",""num_events"":2905,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1975,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
network service,2017-05-08T10:52:35.000Z,61194,172.20.32.23,005056ba3889,system network processes 2,gcsmq0602,127.0.0.1,"gcMEX0400,Local: 172.20.32.23,Local: 61194,Local: 005056BA3889,Remote: 172.21.14.28,Remote: gcNYC-60-011.global.com,Remote: 53,Remote: BCC4935A97C5,UDP,Inbound,Begin: 2017-05-08 10:52:35,End: 2017-05-08 10:52:35,Occurrences: 1,Application: C:/Windows/System32/svchost.exe,Rule: System Network Processes 2,Location: Default,User: NETWORK SERVICE,Domain: NT AUTHORITY,Action: Allowed",udp,SymantecServer,antivirus,2017-05-08T15:14:31.582Z,58176,172.21.25.20,symantec_endpoint_protection-1453027712,430,<59>May  8 11:09:45 gcSMQ0602 SymantecServer: ,28066917225,1,0.0.0.0/514/udp,2b03-688eb2b69,11011,gcmex0400,default,2017-05-08T10:52:35.000Z,172.21.14.28,inbound,symantec_endpoint_protection,c:/windows/system32/svchost.exe,allowed,nt authority,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1980,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#1980"",""num_events"":2905,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1979,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
none,2017-05-08T09:31:19.000Z,138,172.21.30.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCVM-SHARE-01,Local: 172.21.30.255,Local: 138,Local: gcgcgcgcgcgc,Remote: 172.21.30.79,Remote: ,Remote: 138,Remote: 005056BA5330,UDP,Inbound,Begin: 2017-05-08 09:31:19,End: 2017-05-08 09:31:19,Occurrences: 1,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: none,Domain: ,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:31.041Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,375,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067921568,1,0.0.0.0/514/udp,2b03-688fa7ea0,11011,nycvm-share-01,default,2017-05-08T09:31:19.000Z,172.21.30.79,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked, ,00cab6ec-086f-4c75-a6f1-4ac9be9b3349#8,"{""id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349#8"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00cab6ec-086f-4c75-a6f1-4ac9be9b3349"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":7,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
system,2017-05-08T11:11:58.000Z,51234,172.24.32.175,5cc5d4degc30,allow outbound,gcsmq0602,127.0.0.1,"NYCLT4686,Local: 172.24.32.175,Local: 51234,Local: 5CC5D4DEgc30,Remote: 172.24.19.21,Remote: gcBRW0400.global.com,Remote: 49166,Remote: 00000C9gc001,TCP,Outbound,Begin: 2017-05-08 11:11:58,End: 2017-05-08 11:11:58,Occurrences: 1,Application: C:/Windows/System32/spoolsv.exe,Rule: Allow Outbound,Location: Default,User: SYSTEM,Domain: NT AUTHORITY,Action: Allowed",tcp,SymantecServer,antivirus,2017-05-08T15:24:30.086Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,411,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067918993,1,0.0.0.0/514/udp,2b03-688fa7491,11011,nyclt4686,default,2017-05-08T11:11:58.000Z,172.24.19.21,outbound,symantec_endpoint_protection,c:/windows/system32/spoolsv.exe,allowed,nt authority,9d7da41d-3df8-4a4e-9f0b-424e664df03f#1078,"{""id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f#1078"",""num_events"":2929,""data_type"":""passthrough"",""batch_id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1077,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
c.coolidge,2017-05-08T11:11:58.000Z,67,255.255.255.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT4686,Local: 255.255.255.255,Local: 67,Local: gcgcgcgcgcgc,Remote: 172.24.32.81,Remote: ,Remote: 68,Remote: E8B1FC09FEBB,UDP,Inbound,Begin: 2017-05-08 11:11:58,End: 2017-05-08 11:11:58,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: c.coolidge,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.171Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,353,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067919224,1,0.0.0.0/514/udp,2b03-688fa7578,11011,nyclt4686,default,2017-05-08T11:11:58.000Z,172.24.32.81,inbound,symantec_endpoint_protection, ,blocked,globalcom,9d7da41d-3df8-4a4e-9f0b-424e664df03f#1395,"{""id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f#1395"",""num_events"":2929,""data_type"":""passthrough"",""batch_id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1394,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",reserved rfc3330,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
c.coolidge,2017-05-08T11:11:59.000Z,137,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT4686,Local: 172.24.47.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.24.32.58,Remote: ,Remote: 137,Remote: 5CE0C508C807,UDP,Inbound,Begin: 2017-05-08 11:11:59,End: 2017-05-08 11:12:00,Occurrences: 3,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: c.coolidge,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.183Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,385,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067919267,1,0.0.0.0/514/udp,2b03-688fa75a3,11011,nyclt4686,default,2017-05-08T11:12:00.000Z,172.24.32.58,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9d7da41d-3df8-4a4e-9f0b-424e664df03f#1418,"{""id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f#1418"",""num_events"":2929,""data_type"":""passthrough"",""batch_id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1417,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
c.coolidge,2017-05-08T11:12:06.000Z,137,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT4686,Local: 172.24.47.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.24.34.56,Remote: ,Remote: 137,Remote: 340286817108,UDP,Inbound,Begin: 2017-05-08 11:12:06,End: 2017-05-08 11:12:11,Occurrences: 5,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: c.coolidge,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.223Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,385,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067919389,1,0.0.0.0/514/udp,2b03-688fa761d,11011,nyclt4686,default,2017-05-08T11:12:11.000Z,172.24.34.56,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9d7da41d-3df8-4a4e-9f0b-424e664df03f#1445,"{""id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f#1445"",""num_events"":2929,""data_type"":""passthrough"",""batch_id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1444,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
g.jones,2017-05-08T11:11:57.000Z,1900,239.255.255.250,01005e7gcgca,block incoming,gcsmq0602,127.0.0.1,"MEXLT0363L,Local: 239.255.255.250,Local: 1900,Local: 01005E7gcgcA,Remote: 172.20.32.139,Remote: ,Remote: 55336,Remote: D8CB8AB42DAF,UDP,Inbound,Begin: 2017-05-08 11:11:57,End: 2017-05-08 11:11:57,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: G.jones,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.327Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,367,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067919762,1,0.0.0.0/514/udp,2b03-688fa7792,11011,mexlt0363l,default,2017-05-08T11:11:57.000Z,172.20.32.139,inbound,symantec_endpoint_protection, ,blocked,globalcom,9d7da41d-3df8-4a4e-9f0b-424e664df03f#1479,"{""id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f#1479"",""num_events"":2929,""data_type"":""passthrough"",""batch_id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1478,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
g.jones,2017-05-08T11:11:49.000Z,5247,239.0.0.1,01005e000001,block incoming,gcsmq0602,127.0.0.1,"MEXLT0363L,Local: 239.0.0.1,Local: 5247,Local: 01005E000001,Remote: 172.20.32.72,Remote: ,Remote: 5247,Remote: 8478ACB36544,UDP,Inbound,Begin: 2017-05-08 11:11:49,End: 2017-05-08 11:11:53,Occurrences: 19,Application: ,Rule: block Incoming,Location: Default,User: G.jones,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.331Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,360,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067919764,1,0.0.0.0/514/udp,2b03-688fa7794,11011,mexlt0363l,default,2017-05-08T11:11:53.000Z,172.20.32.72,inbound,symantec_endpoint_protection, ,blocked,globalcom,9d7da41d-3df8-4a4e-9f0b-424e664df03f#1480,"{""id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f#1480"",""num_events"":2929,""data_type"":""passthrough"",""batch_id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1479,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
g.jones,2017-05-08T11:11:34.000Z,1900,239.255.255.250,01005e7gcgca,block incoming,gcsmq0602,127.0.0.1,"MEXLT0363L,Local: 239.255.255.250,Local: 1900,Local: 01005E7gcgcA,Remote: 172.20.32.139,Remote: ,Remote: 55336,Remote: D8CB8AB42DAF,UDP,Inbound,Begin: 2017-05-08 11:11:34,End: 2017-05-08 11:11:37,Occurrences: 2,Application: ,Rule: block Incoming,Location: Default,User: G.jones,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.429Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,367,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067920080,1,0.0.0.0/514/udp,2b03-688fa78d0,11011,mexlt0363l,default,2017-05-08T11:11:37.000Z,172.20.32.139,inbound,symantec_endpoint_protection, ,blocked,globalcom,9d7da41d-3df8-4a4e-9f0b-424e664df03f#1832,"{""id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f#1832"",""num_events"":2897,""data_type"":""passthrough"",""batch_id"":""9d7da41d-3df8-4a4e-9f0b-424e664df03f"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1831,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
g.jones,2017-05-08T11:12:05.000Z,1900,239.255.255.250,01005e7gcgca,block incoming,gcsmq0602,127.0.0.1,"MEXLT0363L,Local: 239.255.255.250,Local: 1900,Local: 01005E7gcgcA,Remote: 172.20.32.159,Remote: ,Remote: 51508,Remote: 4C34888D48DE,UDP,Inbound,Begin: 2017-05-08 11:12:05,End: 2017-05-08 11:12:08,Occurrences: 2,Application: ,Rule: block Incoming,Location: Default,User: G.jones,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.494Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,367,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067920278,1,0.0.0.0/514/udp,2b03-688fa7996,11011,mexlt0363l,default,2017-05-08T11:12:08.000Z,172.20.32.159,inbound,symantec_endpoint_protection, ,blocked,globalcom,4fece79f-590e-43b1-b90c-90baccdaa833#470,"{""id"":""4fece79f-590e-43b1-b90c-90baccdaa833#470"",""num_events"":2970,""data_type"":""passthrough"",""batch_id"":""4fece79f-590e-43b1-b90c-90baccdaa833"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":469,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
g.jones,2017-05-08T11:12:05.000Z,13364,255.255.255.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"MEXLT0363L,Local: 255.255.255.255,Local: 13364,Local: gcgcgcgcgcgc,Remote: 172.20.32.147,Remote: ,Remote: 13382,Remote: 4C348822EC19,UDP,Inbound,Begin: 2017-05-08 11:12:05,End: 2017-05-08 11:12:06,Occurrences: 2,Application: ,Rule: block Incoming,Location: Default,User: G.jones,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.502Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,368,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067920296,1,0.0.0.0/514/udp,2b03-688fa79a8,11011,mexlt0363l,default,2017-05-08T11:12:06.000Z,172.20.32.147,inbound,symantec_endpoint_protection, ,blocked,globalcom,4fece79f-590e-43b1-b90c-90baccdaa833#478,"{""id"":""4fece79f-590e-43b1-b90c-90baccdaa833#478"",""num_events"":2970,""data_type"":""passthrough"",""batch_id"":""4fece79f-590e-43b1-b90c-90baccdaa833"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":477,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",reserved rfc3330,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
none,2017-05-08T11:08:25.000Z,53517,172.24.34.60,c056274fb7b5,allow outbound,gcsmq0602,127.0.0.1,"NYCWS4990B,Local: 172.24.34.60,Local: 53517,Local: C056274FB7B5,Remote: 172.21.14.26,Remote: gcnyc-60-010.global.com,Remote: 445,Remote: 00000C9gc001,TCP,Outbound,Begin: 2017-05-08 11:08:25,End: 2017-05-08 11:08:25,Occurrences: 1,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: Allow Outbound,Location: Default,User: none,Domain: ,Action: Allowed",tcp,SymantecServer,antivirus,2017-05-08T15:24:30.510Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,399,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067920300,1,0.0.0.0/514/udp,2b03-688fa79ac,11011,nycws4990b,default,2017-05-08T11:08:25.000Z,172.21.14.26,outbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,allowed, ,4fece79f-590e-43b1-b90c-90baccdaa833#480,"{""id"":""4fece79f-590e-43b1-b90c-90baccdaa833#480"",""num_events"":2970,""data_type"":""passthrough"",""batch_id"":""4fece79f-590e-43b1-b90c-90baccdaa833"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":479,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
none,2017-05-08T11:06:11.000Z,137,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCWS4990B,Local: 172.24.47.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.24.33.26,Remote: ,Remote: 137,Remote: F45C89AD5193,UDP,Inbound,Begin: 2017-05-08 11:06:11,End: 2017-05-08 11:08:29,Occurrences: 16,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: none,Domain: ,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.554Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,372,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067920396,1,0.0.0.0/514/udp,2b03-688fa7a0c,11011,nycws4990b,default,2017-05-08T11:08:29.000Z,172.24.33.26,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked, ,4fece79f-590e-43b1-b90c-90baccdaa833#791,"{""id"":""4fece79f-590e-43b1-b90c-90baccdaa833#791"",""num_events"":2970,""data_type"":""passthrough"",""batch_id"":""4fece79f-590e-43b1-b90c-90baccdaa833"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":790,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
none,2017-05-08T11:08:22.000Z,137,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCWS4990B,Local: 172.24.47.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.24.40.42,Remote: ,Remote: 137,Remote: 4845200BA93C,UDP,Inbound,Begin: 2017-05-08 11:08:22,End: 2017-05-08 11:08:24,Occurrences: 3,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: none,Domain: ,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.613Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,371,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067920548,1,0.0.0.0/514/udp,2b03-688fa7aa4,11011,nycws4990b,default,2017-05-08T11:08:24.000Z,172.24.40.42,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked, ,4fece79f-590e-43b1-b90c-90baccdaa833#818,"{""id"":""4fece79f-590e-43b1-b90c-90baccdaa833#818"",""num_events"":2970,""data_type"":""passthrough"",""batch_id"":""4fece79f-590e-43b1-b90c-90baccdaa833"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":817,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
none,2017-05-08T11:07:51.000Z,1900,239.255.255.250,c056274fb7b5,block incoming,gcsmq0602,127.0.0.1,"NYCWS4990B,Local: 239.255.255.250,Local: 1900,Local: C056274FB7B5,Remote: 172.24.32.41,Remote: ,Remote: 49593,Remote: 6C4008B795E4,UDP,Inbound,Begin: 2017-05-08 11:07:51,End: 2017-05-08 11:07:54,Occurrences: 2,Application: ,Rule: block Incoming,Location: Default,User: none,Domain: ,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:24:30.631Z,65345,172.21.25.20,symantec_endpoint_protection-1453027712,344,<59>May  8 11:21:05 gcSMQ0602 SymantecServer: ,28067920589,1,0.0.0.0/514/udp,2b03-688fa7acd,11011,nycws4990b,default,2017-05-08T11:07:54.000Z,172.24.32.41,inbound,symantec_endpoint_protection, ,blocked, ,4fece79f-590e-43b1-b90c-90baccdaa833#837,"{""id"":""4fece79f-590e-43b1-b90c-90baccdaa833#837"",""num_events"":2970,""data_type"":""passthrough"",""batch_id"":""4fece79f-590e-43b1-b90c-90baccdaa833"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":836,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
